code,country,frequency_of_observation,measure,unit_of_measure,financing_scheme,financing_scheme_rev,health_function,mode_of_provision,provider,health_care_provider,year,health_expenditure_as_percent_gdp,unit_mult
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,5.465,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,5.294,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,5.952,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,5.925,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,5.071,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,5.081,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,5.23,0
CHN,China (People’s Republic of),Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,4.487,0
CHN,China (People’s Republic of),Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,4.8,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.231,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.662,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,6.158,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.638,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,7.125,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,5.28,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.317,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.21,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.862,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,6.938,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.23,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.077,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.337,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.871,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.103,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.004,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,7.944,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.794,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.649,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.148,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,6.905,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.877,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.977,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.08,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.053,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,7.041,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.678,0
ZAF,South Africa,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.123,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,11.226,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,10.083,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,11.396,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,10.386,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,10.316,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,10.215,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,10.022,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,9.706,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,9.584,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,11.49,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,11.44,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,11.525,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,11.297,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,11.185,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,11.099,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,11.21,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,11.371,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,10.164,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,11.288,0
FRA,France,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,10.501,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.476,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.02,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,6.799,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.82,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.15,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,9.091,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,6.91,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,7.25,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.208,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.097,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.0,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.558,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.351,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.842,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.31,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.624,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.858,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.74,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,6.213,0
CHL,Chile,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.072,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,6.895,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.393,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.372,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,8.22,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,9.418,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,9.445,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.456,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.183,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.835,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,7.64,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,7.611,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.534,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,10.442,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,7.229,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.355,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,9.002,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,10.229,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.671,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,9.781,0
ARG,Argentina,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,9.827,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,6.928,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,6.536,0
ISR,Israel,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.923,0
JPN,Japan,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.779,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,6.469,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.022,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.323,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.437,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,5.406,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,7.066,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.826,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,6.622,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.653,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,6.931,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,9.653,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,8.601,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.628,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,9.394,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,9.316,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.343,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,9.405,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,9.654,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,9.731,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,10.033,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,10.131,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.583,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.514,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.413,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,9.306,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,9.533,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,9.124,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.786,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,5.868,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,5.954,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.468,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.067,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,6.48,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,6.265,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,6.287,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,6.588,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.376,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.873,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.803,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,5.807,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.313,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,6.583,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,6.46,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,5.667,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,5.288,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.571,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.404,0
POL,Poland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,6.319,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.017,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,7.882,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.299,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.01,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.703,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,10.53,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,10.07,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.283,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.874,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.722,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,8.735,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.858,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.033,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.915,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,10.438,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.96,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,10.23,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.796,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,9.194,0
NOR,Norway,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.983,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,9.244,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,9.283,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.402,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.072,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.329,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.638,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.273,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,9.36,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,9.652,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,9.52,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,9.593,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.621,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.038,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,8.97,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,7.901,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,7.722,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.9,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.579,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.47,0
NZL,New Zealand,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.124,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.996,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.052,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,5.236,0
LUX,Luxembourg,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,6.95,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.9,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.327,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,10.852,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,10.804,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,10.948,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.905,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.735,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.32,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,8.77,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.208,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,10.832,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,10.941,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,10.785,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.13,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,10.251,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,10.051,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,10.18,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,10.312,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,9.921,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,9.888,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,11.242,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,11.19,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,11.026,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.999,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.853,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.778,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,11.096,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,11.238,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,11.716,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,11.473,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,11.326,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,10.146,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,10.402,0
DEU,Germany,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,10.184,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.017,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,6.746,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,6.781,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.071,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.311,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.842,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,6.491,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.336,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.067,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,5.942,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,5.635,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,7.531,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,7.523,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.186,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,7.78,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.625,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.679,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,5.799,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,5.775,0
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,5.733,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,6.996,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.935,0
