country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,obs_value,base_per,unit_multiplier,decimals
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2013,14339.311,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2012,16675.535,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2011,17427.726,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2010,26086.816,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2009,26896.69,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2008,15790.73,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2007,10975.46,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2006,12384.65,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2005,11564.38,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2004,5380.33,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2003,5883.23,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2002,2879.56,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2018,19940.355,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2017,15407.973,,Millions,1
Mexico,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2016,16677.86,,Millions,1
Hungary,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2013,100.0,,Units,1
Hungary,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2012,100.0,,Units,1
Hungary,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2011,100.0,,Units,1
Hungary,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2010,100.0,,Units,1
Hungary,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2009,100.0,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2009,0.255,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2008,0.184,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2018,0.127,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2017,0.158,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2016,0.146,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2006,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2018,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2017,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2012,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2011,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2010,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2009,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2008,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2011,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2010,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2009,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2008,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2007,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2006,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2005,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2013,100.0,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2018,0.017,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2017,0.022,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2016,0.024,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2015,0.027,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2014,0.021,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2013,0.027,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2012,0.016,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2011,0.018,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2010,0.029,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2009,0.026,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2008,0.02,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2007,0.022,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2006,0.021,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2005,0.018,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2004,0.016,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2003,0.021,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2002,0.02,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2001,0.016,,Units,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2011,224.23,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2010,360.937,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2009,464.324,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2008,485.161,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2007,483.331,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2006,570.947,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2005,455.386,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2004,361.754,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2003,399.785,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2018,181.97,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2017,183.316,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2016,149.66,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2015,166.394,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2014,153.907,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2013,125.469,2015.0,Millions,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2003,0.016,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2002,0.013,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2001,0.031,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2010,0.007,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2009,0.007,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2007,0.012,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2006,0.024,,Units,1
Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2005,0.008,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2006,0.078,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2005,0.056,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2004,0.065,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2003,0.062,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2002,0.067,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2001,0.065,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2018,0.038,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2017,0.046,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2016,0.056,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2015,0.072,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2014,0.074,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2013,0.082,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2012,0.091,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2011,0.066,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2010,0.07,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2009,0.089,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2018,61.079,,Units,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2018,36.508,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2017,76.124,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2016,4.929,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2015,26.0,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2014,7.113,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2013,2.066,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2012,4.183,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2011,4.232,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2010,393.361,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2009,34.959,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2008,33.299,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2007,4.573,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2006,10.511,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2005,17.79,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2004,22.829,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2003,18.207,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2002,1.249,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2001,6.403,2015.0,Millions,1
Portugal,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2018,5.057,2015.0,Millions,1
Portugal,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2017,0.291,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Constant prices,2011,0.203,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Constant prices,2018,727.68,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Constant prices,2017,1240.573,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Constant prices,2016,425.604,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Constant prices,2015,17.307,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2006,51.386,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2005,41.51,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2004,37.247,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2003,37.628,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2002,36.213,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2001,39.699,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2018,87.059,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2017,41.435,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2016,53.23,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2015,99.0,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2014,40.648,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2013,29.954,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2012,39.737,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2011,82.532,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2010,73.284,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2009,14.202,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2008,29.969,2015.0,Millions,1
Latvia,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2018,0.424,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Infrastructure,Not applicable,2018,33.676,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Infrastructure,Not applicable,2017,46.704,,Units,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2018,4.506,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2017,4.022,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2016,6.125,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2015,5.677,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2014,10.965,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2013,21.167,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2012,14.122,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2011,17.218,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2010,12.335,2015.0,Millions,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2016,6.969,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2015,8.224,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2014,9.148,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2013,5.959,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2012,8.513,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2011,7.878,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2010,7.717,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2009,24.148,,Units,1
Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2018,3.119,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2014,0.141,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2013,0.168,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2012,0.15,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2011,0.182,,Units,1
Israel,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2010,0.178,,Units,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2012,834.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2011,842.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2010,642.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2009,498.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2008,477.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2007,506.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2006,417.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2005,431.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2004,434.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2003,392.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2002,279.0,,Millions,1
United Kingdom,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2001,286.0,,Millions,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Total,Intellectual property products,Not applicable,2018,0.401,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Total,Intellectual property products,Not applicable,2017,0.324,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Machinery and equipment,Not applicable,2016,0.002,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Machinery and equipment,Not applicable,2015,0.001,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Machinery and equipment,Not applicable,2014,0.001,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Machinery and equipment,Not applicable,2012,0.001,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Machinery and equipment,Not applicable,2011,0.001,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Machinery and equipment,Not applicable,2018,0.001,,Units,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2018,630.343,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2017,559.897,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2016,521.461,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2015,541.0,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2014,521.175,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2013,437.906,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2012,397.904,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2011,558.241,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2010,914.766,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2009,649.635,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2008,578.254,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2008,2219.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2007,2146.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2006,2130.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2005,2082.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2004,2169.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2003,1911.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2002,1920.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2001,1746.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2018,3146.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2017,2599.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2016,2696.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2015,2750.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2014,2297.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2013,2167.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2012,2056.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2011,2219.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2010,2322.0,,Millions,1
Latvia,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2018,37.116,2015.0,Millions,1
