country,year,set_healtchare_capita_outcomes,base_period
Canada,2010,0.165,
Canada,2009,0.173,
Canada,2008,0.152,
Portugal,2018,31.101,
Portugal,2017,3.859,
Portugal,2016,54.053,
Portugal,2018,0.125,2015.0
Portugal,2017,-0.006,2015.0
Israel,2017,1.0,
Costa Rica,2018,7.905,
Israel,2014,1089.275,2015.0
Israel,2013,1300.66,2015.0
Israel,2012,1178.328,2015.0
Israel,2011,1359.926,2015.0
Israel,2010,1301.242,2015.0
Israel,2009,1950.019,2015.0
Israel,2008,1215.815,2015.0
Israel,2018,1201.312,2015.0
Israel,2017,1315.758,2015.0
Israel,2016,1310.183,2015.0
Israel,2018,0.09,
Israel,2017,0.102,
Israel,2016,0.106,
Israel,2015,0.119,
Israel,2014,0.097,
Israel,2013,0.12,
Israel,2012,0.113,
Israel,2011,0.135,
Israel,2010,0.135,
Israel,2009,0.209,
Israel,2008,0.135,
Sweden,2006,1989.0,
Sweden,2005,1884.0,
Sweden,2004,1777.0,
Sweden,2003,2044.0,
Sweden,2002,2305.0,
Sweden,2001,1919.0,
Sweden,2018,8374.0,
Sweden,2017,7306.0,
Sweden,2016,6621.0,
Sweden,2015,7766.0,
Sweden,2014,7312.0,
Sweden,2013,6816.0,
Sweden,2012,7891.0,
Sweden,2011,8331.0,
Sweden,2010,4715.0,
Sweden,2009,4452.0,
Sweden,2008,4060.0,
Malta,2018,3.716,
Latvia,2017,0.18,2015.0
Latvia,2017,0.001,
Finland,2017,1.149,
Finland,2016,4.469,
Finland,2015,3.384,
Finland,2014,3.384,
Finland,2013,6.249,
Finland,2012,9.973,
Finland,2011,5.704,
Finland,2010,7.048,
Finland,2009,9.532,
Finland,2008,5.64,
Finland,2007,8.129,
Finland,2006,11.885,
Finland,2005,5.028,
Finland,2004,4.624,
Finland,2003,3.633,
Finland,2002,4.552,
Finland,2001,4.3,
Latvia,2018,2.171,
Ireland,2017,10.103,
Ireland,2016,10.767,
Ireland,2015,8.235,
Ireland,2014,8.677,
Ireland,2013,8.614,
Ireland,2012,15.13,
Ireland,2011,9.318,
Costa Rica,2018,0.024,
Costa Rica,2017,0.06,
Costa Rica,2016,0.068,
Costa Rica,2015,0.047,
Slovenia,2007,0.018,
Slovenia,2006,0.029,
Slovenia,2005,0.006,
Slovenia,2004,0.022,
Slovenia,2003,0.019,
Slovenia,2013,0.009,
Sweden,2016,100.0,
Sweden,2015,100.0,
Sweden,2014,100.0,
Sweden,2013,100.0,
Sweden,2012,100.0,
Sweden,2011,100.0,
Sweden,2010,100.0,
Sweden,2009,100.0,
Sweden,2008,100.0,
Sweden,2007,100.0,
Sweden,2006,100.0,
Sweden,2005,100.0,
Sweden,2004,100.0,
Sweden,2003,100.0,
Sweden,2002,100.0,
Sweden,2001,100.0,
Sweden,2018,100.0,
Latvia,2007,100.0,
Latvia,2018,100.0,
Czechia,2006,0.678,
Czechia,2004,9.466,
Czechia,2003,0.019,
Czechia,2012,0.13,
Czechia,2011,0.005,
Czechia,2009,0.008,
Australia,2015,103.0,2015.0
Australia,2014,105.164,2015.0
Australia,2018,120.804,2015.0
Australia,2017,54.718,2015.0
Luxembourg,2004,1.559,
Luxembourg,2003,0.943,
Luxembourg,2002,2.291,
Luxembourg,2001,2.132,
Luxembourg,2010,10.816,
Luxembourg,2009,7.37,
Luxembourg,2007,4.702,
Luxembourg,2006,1.734,
Costa Rica,2018,10425.062,2015.0
Costa Rica,2017,7743.299,2015.0
Costa Rica,2016,7732.198,2015.0
Costa Rica,2015,3486.856,2015.0
Costa Rica,2014,3191.464,2015.0
Costa Rica,2013,2816.082,2015.0
Costa Rica,2012,2239.826,2015.0
Costa Rica,2011,3675.066,2015.0
Luxembourg,2003,5.443,2015.0
Luxembourg,2002,4.378,2015.0
Luxembourg,2001,10.091,2015.0
Luxembourg,2010,3.112,2015.0
Luxembourg,2009,3.266,2015.0
Luxembourg,2007,5.082,2015.0
Luxembourg,2006,9.888,2015.0
Luxembourg,2005,2.912,2015.0
Sweden,2012,0.372,
Sweden,2011,0.382,
Sweden,2010,0.298,
Sweden,2009,0.303,
Sweden,2008,0.276,
Sweden,2007,0.229,
Sweden,2006,0.207,
Sweden,2005,0.215,
Sweden,2004,0.208,
Sweden,2003,0.244,
Sweden,2002,0.268,
Sweden,2001,0.219,
Sweden,2018,0.334,
Sweden,2017,0.316,
Sweden,2016,0.317,
Sweden,2015,0.326,
Sweden,2014,0.333,
Sweden,2002,404.0,
Sweden,2001,464.0,
Sweden,2018,812.0,
Sweden,2017,593.0,
Sweden,2016,601.0,
Sweden,2015,524.0,
Sweden,2006,460.0,
Sweden,2005,422.0,
Sweden,2004,605.0,
Sweden,2003,336.0,
Sweden,2014,422.0,
Costa Rica,2016,9.645,
Costa Rica,2015,14.203,
Costa Rica,2014,8.069,
Costa Rica,2013,77.26,
Costa Rica,2012,11.516,
Costa Rica,2011,18.45,
Costa Rica,2018,16.535,
Portugal,2018,56.543,2015.0
Portugal,2017,76.546,2015.0
Portugal,2016,90.077,2015.0
Canada,2006,3425.043,
Canada,2018,3748.128,
Canada,2016,4022.421,
Canada,2015,4076.693,
Canada,2014,4563.495,
Canada,2013,4749.892,
Canada,2012,4973.18,
Canada,2011,5448.869,
Canada,2010,5228.78,
Canada,2009,4383.599,
Canada,2008,3768.562,
Costa Rica,2016,0.09,
Costa Rica,2015,0.114,
Costa Rica,2014,0.111,
Costa Rica,2013,0.19,
Costa Rica,2012,0.066,
Costa Rica,2011,0.051,
Costa Rica,2018,0.09,
Sweden,2018,12642.208,2015.0
Sweden,2017,10894.402,2015.0
Sweden,2016,9933.249,2015.0
Sweden,2015,11157.0,2015.0
Sweden,2014,10786.04,2015.0
Sweden,2013,9030.495,2015.0
Sweden,2012,10292.938,2015.0
Sweden,2011,10747.1,2015.0
Sweden,2010,8245.494,2015.0
Sweden,2009,6624.761,2015.0
Sweden,2008,6598.683,2015.0
Sweden,2007,4970.955,2015.0
Sweden,2006,3822.423,2015.0
Sweden,2005,3801.124,2015.0
Sweden,2004,4247.349,2015.0
Sweden,2003,4115.99,2015.0
Sweden,2002,4596.592,2015.0
Sweden,2001,4542.332,2015.0
Czechia,2018,540.321,
Czechia,2017,286.231,
Czechia,2016,311.845,
Czechia,2015,216.174,
Czechia,2014,64.703,
Czechia,2013,121.662,
Czechia,2012,42.431,
Czechia,2011,178.786,
Czechia,2010,130.162,
Australia,2014,733.49,2015.0
Australia,2018,752.334,2015.0
Australia,2017,1149.399,2015.0
Australia,2016,3744.536,2015.0
Slovenia,2009,0.018,
Slovenia,2008,0.026,
United States,2018,0.358,
United States,2017,0.364,
United States,2016,0.362,
United States,2015,0.362,
United States,2014,0.358,
United States,2013,0.385,
United States,2012,0.398,
United States,2011,0.392,
United States,2010,0.374,
United States,2009,0.375,
United States,2008,0.403,
United States,2007,0.389,
United States,2006,0.363,
United States,2005,0.377,
United States,2004,0.371,
Canada,2006,117.399,2015.0
Canada,2018,280.679,2015.0
Canada,2016,154.437,2015.0
Canada,2015,103.851,2015.0
Canada,2014,89.57,2015.0
Canada,2013,91.728,2015.0
Canada,2012,136.58,2015.0
Canada,2011,107.206,2015.0
Canada,2010,125.068,2015.0
Canada,2009,81.102,2015.0
Canada,2008,29.07,2015.0
Portugal,2018,0.003,
Israel,2011,1.0,
Israel,2010,3.0,
Israel,2009,4.0,
Israel,2018,3.0,
Israel,2016,1.0,
Israel,2015,1.0,
Israel,2014,1.0,
Israel,2013,2.0,
Finland,2012,1.751,2015.0
Finland,2011,0.912,2015.0
Finland,2010,0.383,2015.0
Finland,2009,0.02,2015.0
Finland,2008,0.49,2015.0
Finland,2007,0.14,2015.0
Finland,2006,0.888,2015.0
Finland,2005,0.126,2015.0
Finland,2004,0.391,2015.0
Finland,2003,1.891,2015.0
Finland,2002,1.745,2015.0
Finland,2001,0.435,2015.0
Finland,2016,0.108,2015.0
Finland,2014,0.438,2015.0
Sweden,2014,40.0,
Sweden,2013,29.0,
Sweden,2012,38.0,
Sweden,2011,78.0,
Sweden,2010,68.0,
Sweden,2009,13.0,
Sweden,2008,27.0,
Sweden,2007,61.0,
Sweden,2006,44.0,
Sweden,2005,35.0,
Sweden,2004,31.0,
Sweden,2003,31.0,
Sweden,2002,29.0,
Sweden,2001,31.0,
Sweden,2018,93.0,
Sweden,2017,43.0,
Sweden,2016,54.0,
Sweden,2012,945.0,
Sweden,2011,734.0,
Sweden,2010,1115.0,
Sweden,2009,465.0,
Sweden,2008,732.0,
Sweden,2007,607.0,
Malta,2018,8.559,
Malta,2017,0.75,
Sweden,2006,51.659,
Sweden,2005,53.883,
Sweden,2004,74.051,
Sweden,2003,58.599,
Sweden,2002,65.32,
Sweden,2001,59.509,
Sweden,2018,50.314,
Sweden,2017,62.985,
Sweden,2016,61.587,
Sweden,2015,47.179,
Sweden,2014,48.562,
Sweden,2013,60.086,
Sweden,2012,67.143,
Sweden,2011,58.498,
Sweden,2010,22.184,
Sweden,2009,51.477,
Sweden,2008,45.29,
Portugal,2018,0.003,
Portugal,2017,0.001,
Portugal,2016,30.441,
Portugal,2018,33.846,
Ireland,2018,145.477,2015.0
Ireland,2017,117.23,2015.0
Ireland,2016,131.481,2015.0
Ireland,2015,87.98,2015.0
Ireland,2014,78.139,2015.0
Ireland,2013,80.058,2015.0
Ireland,2012,84.072,2015.0
Ireland,2011,71.451,2015.0
Latvia,2018,100.0,
Latvia,2017,100.0,
Latvia,2018,3.501,2015.0
Latvia,2018,78.289,
Latvia,2017,39.706,
Portugal,2018,14.82,
Portugal,2017,14.947,
Costa Rica,2016,18075.204,
Costa Rica,2015,11178.107,
Costa Rica,2014,7104.086,
Costa Rica,2013,6233.828,
Costa Rica,2012,3843.071,
Costa Rica,2011,6807.166,
Costa Rica,2018,31077.189,
United States,2002,0.368,
United States,2001,0.334,
Hungary,2018,0.175,
Hungary,2017,0.158,
Hungary,2016,0.102,
Hungary,2015,0.466,
Hungary,2014,0.272,
Hungary,2013,0.19,
Hungary,2012,0.19,
Hungary,2011,0.223,
Hungary,2010,0.156,
Hungary,2009,0.161,
Hungary,2008,0.174,
Hungary,2007,0.181,
Hungary,2006,0.226,
Hungary,2005,0.246,
Hungary,2004,0.288,
Hungary,2003,0.273,
Hungary,2002,0.334,
Hungary,2001,0.276,
Canada,2018,0.382,
Canada,2016,0.424,
Canada,2015,0.456,
Canada,2014,0.436,
Canada,2013,0.483,
Canada,2012,0.557,
Canada,2011,0.558,
Canada,2010,0.586,
Canada,2009,0.548,
Canada,2008,0.479,
Canada,2007,0.613,
Canada,2006,0.484,
Canada,2005,0.464,
Canada,2004,0.413,
Canada,2003,0.446,
Canada,2002,0.413,
Canada,2001,0.394,
United Kingdom,2018,6861.037,2015.0
United Kingdom,2017,6399.92,2015.0
Spain,2008,3250.28,
Spain,2007,3239.615,
Spain,2006,2933.896,
Spain,2005,2378.272,
Spain,2004,2037.725,
Spain,2003,2020.133,
Spain,2002,1900.71,
Spain,2001,1821.53,
Spain,2018,1745.368,
Spain,2017,1450.182,
Spain,2016,1368.314,
Spain,2015,1369.275,
Spain,2014,1167.744,
Spain,2013,1140.725,
Spain,2012,1384.779,
Spain,2011,1877.923,
Spain,2010,2514.916,
Spain,2009,2799.181,
Czechia,2015,220.118,
Czechia,2014,107.229,
Czechia,2013,132.24,
Czechia,2012,244.359,
Czechia,2011,105.183,
Czechia,2010,168.67,
Czechia,2006,66.454,
Czechia,2018,250.223,
Australia,2018,623.197,2015.0
Australia,2017,627.305,2015.0
Australia,2016,772.107,2015.0
Australia,2015,687.0,2015.0
Australia,2014,633.008,2015.0
Slovenia,2006,100.0,
Slovenia,2005,100.0,
Slovenia,2004,100.0,
Latvia,2012,1.855,2015.0
Latvia,2011,1.957,2015.0
Latvia,2010,1.937,2015.0
Latvia,2009,1.585,2015.0
Latvia,2008,1.218,2015.0
Latvia,2007,0.929,2015.0
Latvia,2006,0.263,2015.0
Latvia,2018,2.567,2015.0
Luxembourg,2003,64.595,
Luxembourg,2002,126.304,
Luxembourg,2001,101.813,
Luxembourg,2010,104.687,
Luxembourg,2009,76.066,
Luxembourg,2007,121.61,
Luxembourg,2006,192.11,
Luxembourg,2005,77.4,
Spain,2016,1052.41,2015.0
Spain,2015,1028.158,2015.0
Spain,2014,778.484,2015.0
Spain,2013,819.494,2015.0
Spain,2012,953.144,2015.0
Spain,2011,1429.05,2015.0
Spain,2010,1926.749,2015.0
Spain,2009,2068.406,2015.0
Spain,2008,2454.972,2015.0
Spain,2007,2606.526,2015.0
Spain,2006,2341.472,2015.0
Spain,2005,1972.757,2015.0
Spain,2004,1796.724,2015.0
Spain,2003,1836.494,2015.0
Spain,2018,1305.547,2015.0
Australia,2015,7601.907,
Australia,2014,7589.292,
Australia,2003,330.501,
Australia,2002,313.824,
Australia,2001,474.275,
Australia,2018,8109.403,
Australia,2017,6718.709,
United Kingdom,2015,5802.0,2015.0
United Kingdom,2014,5138.949,2015.0
United Kingdom,2013,4565.359,2015.0
United Kingdom,2012,4752.274,2015.0
United Kingdom,2011,4951.8,2015.0
United Kingdom,2010,6828.421,2015.0
United Kingdom,2009,9248.873,2015.0
United Kingdom,2008,8567.385,2015.0
United Kingdom,2007,9592.917,2015.0
United Kingdom,2006,7606.594,2015.0
United Kingdom,2005,7443.63,2015.0
United Kingdom,2004,5747.573,2015.0
United Kingdom,2003,6076.982,2015.0
United Kingdom,2002,5324.867,2015.0
United Kingdom,2001,5270.618,2015.0
Greece,2018,0.006,
Greece,2017,0.007,
Greece,2016,0.007,
Greece,2015,0.009,
Greece,2014,0.009,
Greece,2013,0.008,
Latvia,2018,3.078,
Latvia,2017,0.469,
Latvia,2012,0.079,
Latvia,2011,0.011,
Latvia,2010,0.559,
Latvia,2009,0.526,
Latvia,2008,1.546,
Latvia,2007,1.329,
Latvia,2006,13.98,
Spain,2003,206.075,
Spain,2018,181.253,
Spain,2017,167.857,
Spain,2016,152.157,
Spain,2015,168.9,
Spain,2014,233.695,
Spain,2013,189.762,
Spain,2012,274.286,
Spain,2011,204.795,
Spain,2010,251.029,
Spain,2009,325.698,
Spain,2008,381.79,
Spain,2007,332.616,
Spain,2006,295.938,
Spain,2005,238.635,
Slovenia,2010,100.0,
Slovenia,2009,100.0,
Slovenia,2008,100.0,
Slovenia,2007,100.0,
Slovenia,2006,100.0,
Slovenia,2005,100.0,
Slovenia,2004,100.0,
Slovenia,2003,100.0,
Slovenia,2013,100.0,
Latvia,2011,4.756,2015.0
Latvia,2010,5.889,2015.0
Latvia,2009,1.579,2015.0
Latvia,2018,3.985,2015.0
Latvia,2008,4.293,2015.0
Latvia,2007,4.468,2015.0
Latvia,2006,7.451,2015.0
Latvia,2017,6.203,2015.0
Latvia,2018,100.0,
Latvia,2017,100.0,
Latvia,2012,100.0,
Latvia,2011,100.0,
Latvia,2010,100.0,
Latvia,2009,100.0,
Latvia,2008,100.0,
Latvia,2007,100.0,
Latvia,2006,100.0,
Latvia,2005,100.0,
Finland,2016,100.0,
Finland,2015,100.0,
Finland,2014,100.0,
Finland,2013,100.0,
Finland,2012,100.0,
Finland,2011,100.0,
Finland,2010,100.0,
Finland,2009,100.0,
Finland,2008,100.0,
Finland,2007,100.0,
Finland,2006,100.0,
Finland,2001,100.0,
Finland,2005,100.0,
Finland,2004,100.0,
Finland,2003,100.0,
Finland,2002,100.0,
Finland,2018,100.0,
Czechia,2016,89.622,
United Kingdom,2012,1860.076,2015.0
United Kingdom,2011,1852.891,2015.0
United Kingdom,2010,1719.186,2015.0
United Kingdom,2009,913.174,2015.0
United Kingdom,2008,855.088,2015.0
United Kingdom,2007,1042.06,2015.0
United Kingdom,2006,1380.789,2015.0
United Kingdom,2005,1402.02,2015.0
United Kingdom,2004,1632.805,2015.0
United Kingdom,2003,1686.926,2015.0
United Kingdom,2002,1511.983,2015.0
United Kingdom,2001,1430.521,2015.0
Finland,2006,143.183,
Finland,2005,143.525,
Finland,2004,123.715,
Finland,2003,128.482,
Finland,2002,127.021,
Finland,2001,116.614,
Finland,2018,197.481,
Finland,2017,192.464,
Finland,2016,199.756,
Finland,2015,197.924,
Finland,2014,197.924,
Finland,2013,178.261,
Finland,2012,186.017,
Finland,2011,154.462,
Finland,2010,154.896,
Finland,2009,124.678,
Finland,2008,140.416,
Denmark,2017,5751.642,2015.0
Denmark,2016,5294.324,2015.0
Denmark,2015,5324.375,2015.0
Denmark,2014,5866.428,2015.0
Denmark,2013,6891.48,2015.0
Denmark,2012,6866.818,2015.0
Denmark,2011,5264.535,2015.0
Denmark,2010,4581.897,2015.0
Costa Rica,2016,24642.605,2015.0
Costa Rica,2015,31442.675,2015.0
Costa Rica,2014,30126.129,2015.0
Costa Rica,2013,28699.205,2015.0
Costa Rica,2012,16644.285,2015.0
Costa Rica,2011,10634.052,2015.0
Costa Rica,2018,20514.924,2015.0
Portugal,2018,5.791,
Portugal,2017,8.806,
Portugal,2016,10.02,
Latvia,2018,3.588,
Canada,2006,129.638,2015.0
Canada,2018,677.317,2015.0
Canada,2016,603.91,2015.0
Canada,2015,768.734,2015.0
Canada,2014,505.901,2015.0
Canada,2013,487.64,2015.0
Canada,2012,764.535,2015.0
Canada,2011,398.275,2015.0
Canada,2010,589.381,2015.0
Canada,2009,326.16,2015.0
Canada,2008,423.603,2015.0
Portugal,2018,80.157,
Portugal,2017,68.532,
Portugal,2016,65.934,
Greece,2011,0.01,
Greece,2010,0.009,
Greece,2009,0.046,
Finland,2002,0.003,
Finland,2001,0.003,
Finland,2018,0.001,
Finland,2017,0.001,
Finland,2016,0.002,
Finland,2015,0.002,
Finland,2014,0.002,
Finland,2013,0.003,
Finland,2012,0.005,
Finland,2011,0.003,
Finland,2010,0.004,
Finland,2009,0.005,
Finland,2008,0.003,
Portugal,2018,3.743,
Portugal,2017,7.845,
Portugal,2016,5.668,
Costa Rica,2012,1.115,
Costa Rica,2011,0.667,
Costa Rica,2018,0.521,
Costa Rica,2017,0.546,
Costa Rica,2016,1.237,
Costa Rica,2015,0.666,
Costa Rica,2014,0.607,
Costa Rica,2016,0.005,
Costa Rica,2015,0.006,
Costa Rica,2014,0.008,
Costa Rica,2013,0.007,
Costa Rica,2012,0.003,
Costa Rica,2011,0.004,
Costa Rica,2018,0.012,
Greece,2016,26.696,
Greece,2015,23.375,
Greece,2014,8.538,
Greece,2013,19.764,
Greece,2012,14.657,
Greece,2011,23.259,
Greece,2010,17.916,
Greece,2009,23.849,
Greece,2018,26.0,
Sweden,2006,0.122,
Sweden,2005,0.127,
Sweden,2004,0.131,
Sweden,2003,0.153,
Sweden,2002,0.163,
Sweden,2001,0.127,
Sweden,2018,0.136,
Sweden,2017,0.133,
Sweden,2016,0.143,
Sweden,2015,0.121,
Sweden,2014,0.127,
Sweden,2013,0.148,
Sweden,2012,0.135,
Sweden,2011,0.131,
Sweden,2010,0.142,
Sweden,2009,0.145,
Sweden,2008,0.133,
Canada,2006,34.012,
Canada,2018,27.882,
Canada,2016,27.454,
Canada,2015,27.382,
Canada,2014,24.651,
Canada,2013,24.861,
Canada,2012,28.229,
Canada,2011,24.793,
Canada,2010,24.517,
Canada,2009,29.768,
Canada,2008,34.179,
United Kingdom,2018,2289.553,2015.0
United Kingdom,2017,2315.643,2015.0
United Kingdom,2016,2067.322,2015.0
United Kingdom,2015,2116.0,2015.0
United Kingdom,2014,2111.351,2015.0
United Kingdom,2013,1726.235,2015.0
Denmark,2005,0.429,
Denmark,2004,0.412,
Denmark,2003,0.367,
Denmark,2002,0.382,
Denmark,2001,0.414,
Denmark,2015,0.627,
Denmark,2014,0.657,
Denmark,2013,0.62,
Denmark,2012,0.69,
Denmark,2011,0.574,
Denmark,2010,0.507,
Denmark,2009,0.416,
Denmark,2008,0.399,
Denmark,2007,0.412,
Denmark,2006,0.457,
Denmark,2018,0.608,
Denmark,2017,0.63,
Denmark,2016,0.598,
Malta,2018,5.883,2015.0
Malta,2017,15.742,2015.0
Malta,2018,0.003,
Malta,2017,0.001,
Malta,2018,6.025,
Malta,2018,30.754,2015.0
Latvia,2018,0.382,2015.0
Latvia,2017,0.106,2015.0
Sweden,2018,191.0,
Sweden,2017,195.0,
Sweden,2016,214.0,
Sweden,2015,6.0,
Sweden,2014,131.0,
Sweden,2013,154.0,
Sweden,2012,157.0,
Sweden,2011,204.0,
Sweden,2010,186.0,
Sweden,2009,49.0,
Sweden,2008,46.0,
Sweden,2007,114.0,
Sweden,2006,80.0,
Sweden,2005,70.0,
Sweden,2004,60.0,
Sweden,2003,55.0,
Sweden,2002,76.0,
Finland,2006,0.007,
Finland,2005,0.003,
Finland,2004,0.003,
Finland,2003,0.002,
Türkiye,2017,8148.604,2015.0
Türkiye,2016,6758.004,2015.0
Türkiye,2011,4313.875,2015.0
Türkiye,2010,4377.079,2015.0
Türkiye,2009,3998.059,2015.0
Türkiye,2008,8705.122,2015.0
Türkiye,2007,7846.594,2015.0
Türkiye,2006,5924.123,2015.0
Türkiye,2005,4316.609,2015.0
Türkiye,2004,3182.573,2015.0
Türkiye,2003,1515.818,2015.0
Türkiye,2002,1379.024,2015.0
Türkiye,2001,1339.918,2015.0
Spain,2003,0.252,
Spain,2002,0.254,
Spain,2001,0.26,
Spain,2018,0.145,
Spain,2017,0.125,
Spain,2016,0.123,
Spain,2015,0.127,
Spain,2014,0.113,
Spain,2013,0.112,
Spain,2012,0.134,
Spain,2011,0.177,
Spain,2010,0.234,
Spain,2009,0.262,
Spain,2008,0.293,
Spain,2007,0.301,
Spain,2006,0.292,
Spain,2005,0.256,
Slovak Republic,2003,141.953,2015.0
Slovak Republic,2002,22.491,2015.0
Slovak Republic,2001,49.7,2015.0
Slovak Republic,2013,190.451,2015.0
Slovak Republic,2012,244.147,2015.0
Slovak Republic,2011,260.956,2015.0
Slovak Republic,2010,364.451,2015.0
Slovak Republic,2009,371.908,2015.0
Slovak Republic,2008,286.43,2015.0
Slovak Republic,2007,268.266,2015.0
Slovak Republic,2006,213.192,2015.0
Slovak Republic,2005,183.873,2015.0
United States,2011,109173.718,
United States,2010,103002.182,
United States,2009,101852.51,
United States,2008,111991.358,
United States,2007,103636.592,
United States,2006,91835.553,
United States,2005,85212.659,
United States,2004,78351.311,
United States,2003,73711.542,
United States,2002,69437.141,
United States,2001,61470.255,
United States,2018,135853.323,
United States,2017,129710.875,
United States,2016,118606.678,
United States,2015,116729.658,
United States,2014,113521.4,
United States,2013,116422.438,
United States,2012,114781.163,
United States,2009,0.703,
United States,2008,0.758,
United States,2007,0.716,
United States,2006,0.665,
United States,2005,0.654,
United States,2004,0.641,
United States,2003,0.643,
United States,2002,0.635,
United States,2001,0.581,
United States,2018,0.658,
United States,2017,0.661,
United States,2016,0.631,
United States,2015,0.638,
United States,2014,0.645,
United States,2013,0.69,
United States,2012,0.706,
United States,2011,0.7,
United States,2010,0.684,
Sweden,2003,0.056,
Sweden,2002,0.059,
Sweden,2001,0.069,
Sweden,2018,0.107,
Sweden,2017,0.091,
Sweden,2016,0.082,
Sweden,2015,0.085,
Sweden,2014,0.09,
Sweden,2013,0.044,
Sweden,2012,0.041,
Sweden,2011,0.039,
Sweden,2010,0.042,
Latvia,2018,63.651,
Latvia,2017,44.247,
Latvia,2012,97.337,
Latvia,2011,90.502,
Latvia,2010,72.276,
Latvia,2009,100.646,
Latvia,2008,118.408,
Latvia,2007,127.962,
Latvia,2006,59.916,
Latvia,2005,10.863,
Luxembourg,2003,56.253,
Luxembourg,2002,121.537,
Luxembourg,2001,3.132,
Luxembourg,2010,41.703,
Luxembourg,2009,42.023,
Luxembourg,2007,57.321,
Luxembourg,2006,117.617,
Luxembourg,2005,121.239,
Greece,2016,100.0,
Greece,2015,100.0,
Greece,2014,100.0,
Greece,2013,100.0,
Greece,2012,100.0,
Greece,2011,100.0,
Greece,2010,100.0,
Greece,2009,100.0,
Greece,2018,100.0,
Finland,2018,939.804,
Finland,2017,775.938,
Finland,2016,525.281,
Finland,2015,358.672,
Finland,2014,358.672,
Finland,2013,632.275,
Finland,2012,567.763,
Finland,2011,460.148,
Finland,2010,446.374,
Finland,2009,461.678,
Finland,2008,393.078,
Finland,2007,387.605,
Finland,2006,400.848,
Finland,2005,336.72,
Finland,2004,299.508,
Finland,2003,305.088,
Finland,2002,307.271,
Finland,2001,245.225,
Canada,2006,6026.564,2015.0
Canada,2005,5532.155,2015.0
Canada,2004,4729.419,2015.0
Canada,2003,4424.088,2015.0
Canada,2018,5017.337,2015.0
Canada,2016,5499.386,2015.0
Canada,2015,5613.864,2015.0
Canada,2014,6124.899,2015.0
Canada,2013,6519.119,2015.0
Canada,2012,7276.818,2015.0
Canada,2011,7718.609,2015.0
Canada,2010,7563.281,2015.0
Canada,2009,6906.771,2015.0
Canada,2008,6391.839,2015.0
Costa Rica,2018,10.047,
Canada,2006,1209.876,
Canada,2018,939.567,
Canada,2016,978.654,
Canada,2015,1402.776,
Canada,2014,1159.548,
Canada,2013,1387.941,
Canada,2012,1252.706,
Canada,2011,1328.132,
Canada,2010,1137.666,
Canada,2009,1133.864,
Canada,2008,1240.494,
Finland,2006,67.643,
Finland,2005,64.705,
Finland,2004,66.663,
Finland,2003,66.288,
Finland,2002,66.715,
Finland,2001,62.331,
Finland,2018,77.832,
Finland,2017,79.376,
Finland,2016,71.802,
Finland,2015,71.749,
Finland,2014,71.749,
Finland,2013,72.499,
Finland,2012,70.001,
Finland,2011,70.503,
Finland,2010,69.897,
Finland,2009,76.055,
Finland,2008,73.52,
Portugal,2018,0.338,
Portugal,2017,0.269,
Iceland,2006,0.008,
Iceland,2005,0.012,
Iceland,2004,0.016,
Iceland,2003,0.013,
Iceland,2002,0.009,
Iceland,2001,0.009,
Iceland,2018,0.004,
Iceland,2017,0.007,
Iceland,2016,0.003,
Iceland,2015,0.004,
Iceland,2014,0.005,
Iceland,2013,0.008,
Iceland,2012,0.004,
Iceland,2011,0.007,
Iceland,2010,0.007,
Iceland,2009,0.008,
Iceland,2008,0.009,
Australia,2015,100.0,
Australia,2014,100.0,
Australia,2018,100.0,
Australia,2017,100.0,
Australia,2015,157.0,2015.0
Australia,2014,154.713,2015.0
Australia,2018,56.567,2015.0
Australia,2017,150.475,2015.0
Malta,2018,13.984,
Malta,2017,8.928,
Lithuania,2005,0.014,
Sweden,2008,0.049,
Sweden,2007,0.042,
Sweden,2006,0.045,
Sweden,2005,0.05,
Sweden,2004,0.057,
Korea,2004,1447798.275,2015.0
Korea,2003,1401769.849,2015.0
Korea,2002,1385118.392,2015.0
Korea,2001,1483290.047,2015.0
Korea,2018,2367538.471,2015.0
Korea,2017,2191432.228,2015.0
Korea,2016,2104318.029,2015.0
Korea,2015,1910660.131,2015.0
Korea,2014,1919246.687,2015.0
Korea,2013,1950261.542,2015.0
Korea,2012,2018391.681,2015.0
Korea,2011,1971164.605,2015.0
Korea,2010,2374597.17,2015.0
Korea,2009,2209827.749,2015.0
Greece,2016,192.976,2015.0
Greece,2015,200.034,2015.0
Greece,2014,164.188,2015.0
Greece,2013,228.602,2015.0
Greece,2012,177.128,2015.0
Greece,2011,237.708,2015.0
Greece,2010,263.178,2015.0
Greece,2009,351.587,2015.0
Greece,2018,353.752,2015.0
Latvia,2017,0.171,2015.0
Portugal,2018,8.771,2015.0
Portugal,2017,9.319,2015.0
Portugal,2016,19.243,
Portugal,2018,20.114,
Finland,2006,0.054,
Finland,2005,0.038,
Finland,2004,0.046,
Finland,2003,0.046,
Finland,2002,0.047,
Finland,2001,0.046,
Finland,2018,0.034,
Finland,2017,0.043,
Finland,2016,0.042,
Finland,2015,0.061,
Finland,2014,0.062,
Finland,2013,0.069,
Finland,2012,0.072,
Finland,2011,0.052,
Finland,2010,0.053,
Finland,2009,0.072,
Finland,2008,0.065,
Sweden,2009,0.001,
Sweden,2008,0.001,
