country,year,length_stay
Denmark,2010,2.2
Denmark,2011,2.3
Denmark,2012,2.0
Denmark,2013,2.1
Denmark,2014,2.1
Denmark,2015,2.1
Denmark,2016,2.1
Denmark,2001,7.8
Denmark,2002,7.7
Denmark,2003,7.7
Denmark,2004,7.7
Denmark,2005,7.6
Denmark,2006,7.7
Denmark,2007,7.5
Denmark,2008,7.6
Denmark,2009,7.2
Denmark,2010,6.8
Denmark,2011,6.8
Denmark,2012,6.7
Denmark,2013,6.7
Denmark,2014,6.5
Denmark,2015,6.4
Denmark,2016,6.2
Denmark,2013,4.3
Denmark,2014,4.4
Denmark,2015,4.5
Denmark,2016,4.5
Denmark,2001,10.1
Denmark,2002,9.5
Denmark,2003,9.2
Denmark,2004,9.5
Denmark,2005,9.3
Denmark,2006,8.9
Denmark,2007,9.0
Denmark,2008,8.9
Denmark,2009,8.1
Denmark,2010,7.8
Denmark,2011,7.9
Denmark,2012,7.5
Denmark,2013,6.7
Denmark,2014,6.4
Denmark,2015,5.7
Denmark,2016,5.6
Denmark,2001,4.2
Denmark,2002,4.1
Denmark,2003,4.0
Denmark,2004,4.0
Denmark,2005,3.8
Denmark,2006,3.8
Denmark,2007,3.7
Denmark,2008,3.6
Denmark,2009,3.6
Denmark,2010,3.5
Denmark,2011,3.4
Denmark,2012,3.4
Denmark,2013,3.6
Denmark,2014,3.4
Denmark,2015,3.3
Denmark,2016,3.3
Denmark,2001,8.6
Denmark,2002,8.2
Denmark,2003,8.1
Denmark,2004,8.0
Denmark,2005,7.8
Denmark,2006,7.7
Denmark,2007,7.3
Denmark,2008,7.3
Denmark,2009,7.0
Denmark,2010,6.8
Denmark,2011,6.6
Denmark,2012,6.6
Denmark,2013,6.5
Denmark,2014,6.3
Denmark,2015,6.1
Denmark,2016,6.0
Denmark,2001,17.6
Denmark,2002,14.6
Denmark,2003,14.0
Denmark,2004,13.1
Denmark,2005,11.4
Denmark,2006,10.1
Denmark,2007,9.4
Denmark,2008,9.9
Denmark,2009,8.6
Denmark,2010,7.7
Denmark,2011,7.1
Denmark,2012,6.9
Denmark,2013,6.1
Denmark,2014,5.9
Denmark,2015,5.7
Denmark,2016,5.5
Denmark,2001,11.1
Denmark,2002,11.6
Denmark,2003,11.4
Denmark,2004,11.6
Denmark,2005,11.1
Denmark,2006,11.4
Denmark,2007,11.3
Denmark,2008,11.4
Denmark,2009,10.5
Denmark,2010,10.1
Denmark,2011,9.7
Denmark,2012,10.1
Denmark,2013,10.0
Denmark,2014,10.1
Denmark,2011,2.4
Denmark,2012,2.4
Denmark,2013,2.2
Denmark,2014,2.6
Denmark,2015,2.1
Denmark,2016,2.0
Denmark,2001,7.9
Denmark,2002,7.2
Denmark,2003,7.0
Denmark,2004,6.7
Denmark,2005,6.3
Denmark,2006,6.1
Denmark,2007,5.8
Denmark,2008,5.8
Denmark,2009,5.4
Denmark,2010,5.2
Denmark,2011,5.1
Denmark,2012,5.0
Denmark,2013,4.9
Denmark,2014,4.9
Denmark,2015,4.9
Denmark,2016,4.8
Denmark,2001,4.9
Denmark,2002,4.5
Denmark,2003,4.5
Denmark,2004,4.2
Denmark,2005,3.9
Denmark,2006,3.8
Denmark,2007,3.9
Denmark,2008,3.9
Denmark,2009,3.8
Denmark,2010,3.6
Denmark,2011,3.5
Denmark,2012,3.4
Denmark,2013,3.2
Denmark,2014,3.1
Denmark,2015,3.2
Denmark,2016,3.4
Denmark,2001,3.9
Denmark,2002,3.8
Denmark,2003,3.5
Denmark,2004,3.3
Denmark,2005,3.2
Denmark,2006,3.2
Denmark,2007,3.3
Denmark,2008,3.1
Denmark,2009,2.9
Denmark,2010,2.8
Denmark,2011,2.8
Denmark,2012,2.7
Denmark,2013,2.8
Denmark,2014,2.9
Denmark,2015,3.2
Denmark,2016,3.1
Denmark,2001,7.2
Denmark,2002,6.5
Denmark,2003,6.1
Denmark,2004,5.8
Denmark,2005,5.6
Denmark,2006,5.7
Denmark,2007,5.3
Denmark,2008,5.0
Denmark,2009,4.4
Denmark,2010,4.3
Denmark,2011,4.4
Denmark,2012,4.2
Denmark,2013,4.0
Denmark,2014,3.8
Denmark,2015,4.0
Denmark,2016,3.7
Denmark,2001,5.9
Denmark,2002,5.5
Denmark,2003,5.7
Denmark,2004,5.5
Denmark,2005,5.3
Denmark,2006,5.2
Denmark,2007,4.7
Denmark,2008,4.6
Denmark,2009,4.2
Denmark,2010,4.1
Denmark,2011,4.2
Denmark,2012,4.2
Denmark,2009,2.8
Denmark,2010,2.8
Denmark,2011,2.6
Denmark,2012,2.5
Denmark,2013,2.3
Denmark,2014,2.2
Denmark,2015,2.3
Denmark,2016,2.2
Denmark,2001,10.2
Denmark,2002,9.0
Denmark,2003,9.0
Denmark,2004,8.5
Denmark,2005,8.5
Denmark,2006,8.4
Denmark,2007,7.9
Denmark,2008,8.0
Denmark,2009,7.5
Denmark,2010,7.2
Denmark,2011,6.6
Denmark,2012,6.5
Denmark,2013,6.3
Denmark,2014,6.0
Denmark,2015,6.2
Denmark,2016,6.0
Denmark,2001,2.8
Denmark,2002,2.5
Denmark,2003,2.7
Denmark,2004,2.6
Denmark,2005,2.5
Denmark,2006,2.5
Denmark,2007,2.4
Denmark,2008,2.4
Denmark,2009,2.3
Denmark,2010,2.3
Denmark,2011,2.4
Denmark,2012,2.3
Denmark,2013,2.3
Denmark,2014,2.1
Denmark,2015,2.2
Denmark,2016,2.2
Denmark,2001,1.6
Denmark,2002,1.5
Denmark,2003,1.4
Denmark,2004,1.7
Denmark,2005,1.7
Denmark,2006,1.8
Denmark,2007,1.8
Denmark,2008,1.9
Denmark,2009,1.7
Denmark,2010,1.6
Denmark,2011,1.5
Denmark,2012,1.6
Denmark,2013,1.2
Denmark,2014,1.2
Denmark,2015,1.2
Denmark,2016,1.3
Denmark,2001,3.3
Denmark,2002,3.0
Denmark,2003,3.0
Denmark,2004,2.8
Denmark,2005,2.7
Denmark,2006,2.6
Denmark,2007,2.5
Denmark,2008,2.5
Denmark,2009,2.4
Denmark,2010,2.5
Denmark,2011,2.5
Denmark,2012,2.4
Denmark,2013,2.5
Denmark,2014,2.2
Denmark,2015,2.3
Denmark,2016,2.2
Denmark,2001,3.1
Denmark,2002,3.0
Denmark,2003,2.8
Denmark,2004,3.0
Denmark,2005,2.6
Denmark,2006,2.6
Denmark,2007,2.5
Denmark,2008,2.5
Denmark,2009,2.5
Denmark,2010,2.4
Denmark,2007,20.6
Denmark,2008,23.0
Denmark,2009,17.9
Denmark,2010,17.9
Denmark,2011,16.2
Denmark,2012,15.2
Denmark,2013,14.6
Denmark,2014,15.1
Denmark,2015,14.5
Denmark,2016,14.1
Denmark,2001,8.6
Denmark,2002,7.9
Denmark,2003,7.7
Denmark,2004,7.0
Denmark,2005,6.9
Denmark,2006,6.9
Denmark,2007,6.6
Denmark,2008,6.6
Denmark,2009,5.6
Denmark,2010,5.4
Denmark,2011,5.1
Denmark,2012,5.1
Denmark,2013,4.9
Denmark,2014,4.7
Denmark,2015,4.8
Denmark,2016,4.7
Denmark,2001,19.7
Denmark,2002,12.7
Denmark,2003,12.1
Denmark,2004,12.1
Denmark,2005,10.0
Denmark,2006,10.3
Denmark,2007,15.6
Denmark,2008,9.4
Denmark,2009,8.7
Denmark,2010,7.1
Denmark,2011,5.7
Denmark,2012,5.2
Denmark,2013,4.3
Denmark,2014,5.1
Denmark,2015,4.3
Denmark,2016,5.5
Denmark,2001,15.0
Denmark,2002,13.7
Denmark,2003,13.3
Denmark,2004,6.6
Denmark,2005,5.9
Denmark,2006,6.5
Denmark,2007,5.1
Denmark,2008,5.8
Denmark,2009,5.1
Denmark,2010,5.0
Denmark,2011,4.8
Denmark,2012,4.8
Denmark,2013,4.6
Denmark,2014,4.6
Denmark,2015,3.9
Denmark,2016,4.1
Denmark,2001,6.8
Denmark,2002,6.6
Denmark,2003,6.3
Denmark,2004,6.7
Denmark,2005,6.7
Denmark,2006,6.7
Denmark,2007,6.9
Denmark,2008,6.7
Denmark,2009,3.5
Denmark,2010,3.4
Denmark,2011,3.3
Denmark,2012,3.4
Denmark,2013,3.3
Denmark,2014,3.2
Denmark,2015,3.0
Denmark,2016,3.2
Denmark,2001,4.1
Denmark,2002,3.9
Denmark,2003,3.4
Denmark,2004,3.3
Denmark,2005,3.1
Denmark,2006,3.0
Denmark,2007,2.8
Denmark,2008,2.7
Denmark,2005,24.2
Denmark,2006,24.9
Denmark,2007,24.6
Denmark,2008,21.5
Denmark,2009,19.2
Denmark,2010,15.8
Denmark,2011,16.0
Denmark,2012,14.7
Denmark,2013,15.5
Denmark,2014,14.4
Denmark,2015,13.4
Denmark,2016,12.2
Denmark,2001,7.4
Denmark,2002,7.0
Denmark,2003,6.3
Denmark,2004,5.3
Denmark,2005,5.5
Denmark,2006,4.7
Denmark,2007,4.2
Denmark,2008,4.2
Denmark,2009,3.7
Denmark,2010,3.5
Denmark,2011,3.6
Denmark,2012,3.4
Denmark,2013,3.1
Denmark,2014,3.0
Denmark,2015,2.8
Denmark,2016,3.0
Denmark,2001,20.7
Denmark,2002,18.4
Denmark,2003,20.4
Denmark,2004,18.1
Denmark,2005,17.6
Denmark,2006,13.3
Denmark,2007,12.6
Denmark,2008,14.3
Denmark,2009,11.5
Denmark,2010,13.5
Denmark,2011,13.6
Denmark,2012,11.9
Denmark,2013,12.4
Denmark,2014,10.8
Denmark,2015,11.0
Denmark,2016,11.7
Denmark,2001,57.5
Denmark,2002,48.4
Denmark,2003,48.0
Denmark,2004,48.1
Denmark,2005,46.1
Denmark,2006,44.0
Denmark,2007,40.4
Denmark,2008,52.3
Denmark,2009,34.7
Denmark,2010,35.6
Denmark,2011,36.3
Denmark,2012,34.6
Denmark,2013,29.7
Denmark,2014,28.7
Denmark,2015,27.9
Denmark,2016,29.3
Denmark,2001,34.2
Denmark,2002,32.1
Denmark,2003,31.8
Denmark,2004,30.8
Denmark,2005,30.3
Denmark,2006,29.6
Germany,2005,6.5
Germany,2006,6.5
Germany,2007,6.3
Germany,2008,6.0
Germany,2009,5.9
Germany,2010,5.7
Germany,2011,5.6
Germany,2012,5.5
Germany,2013,5.4
Germany,2001,4.6
Germany,2002,4.4
Germany,2003,4.1
Germany,2004,3.7
Germany,2005,3.6
Germany,2006,3.5
Germany,2007,3.4
Germany,2008,3.3
Germany,2009,3.2
Germany,2010,3.1
Germany,2011,3.1
Germany,2012,3.0
Germany,2013,2.9
Germany,2014,3.1
Germany,2015,3.1
Germany,2016,3.0
Germany,2017,3.0
Germany,2018,3.0
Germany,2001,8.0
Germany,2002,7.8
Germany,2003,7.4
Germany,2004,7.0
Germany,2005,6.6
Germany,2006,6.4
Germany,2007,6.1
Germany,2008,5.9
Germany,2009,5.7
Germany,2010,5.4
Germany,2011,5.2
Germany,2012,5.0
Germany,2013,4.8
Germany,2014,4.6
Germany,2015,4.5
Germany,2016,4.3
Germany,2017,4.2
Germany,2018,4.1
Germany,2001,5.4
Germany,2002,5.2
Germany,2003,5.1
Germany,2004,5.0
Germany,2005,4.8
Germany,2006,4.7
Germany,2007,4.7
Germany,2008,4.5
Germany,2009,4.3
Germany,2010,4.3
Germany,2011,4.1
Germany,2012,4.0
Germany,2013,3.9
Germany,2014,3.9
Germany,2015,3.9
Germany,2016,3.9
Germany,2017,3.9
Germany,2018,3.9
Germany,2001,4.5
Germany,2002,4.2
Germany,2003,4.1
Germany,2004,4.1
Germany,2005,4.1
Germany,2006,3.9
Germany,2010,2.3
Germany,2011,2.3
Germany,2012,2.3
Germany,2013,2.3
Germany,2014,2.3
Germany,2015,2.2
Germany,2016,2.3
Germany,2017,2.3
Germany,2018,2.3
Germany,2001,2.8
Germany,2002,2.7
Germany,2003,2.6
Germany,2004,2.6
Germany,2005,2.6
Germany,2006,2.6
Germany,2007,2.5
Germany,2008,2.5
Germany,2009,2.4
Germany,2010,2.4
Germany,2011,2.4
Germany,2012,2.4
Germany,2013,2.3
Germany,2014,2.3
Germany,2015,2.3
Germany,2016,2.2
Germany,2017,2.2
Germany,2018,2.2
Germany,2001,6.3
Germany,2002,6.1
Germany,2003,5.9
Germany,2004,5.6
Germany,2005,5.5
Germany,2006,5.4
Germany,2007,5.2
Germany,2008,5.1
Germany,2009,5.0
Germany,2010,5.0
Germany,2011,4.9
Germany,2012,4.7
Germany,2013,4.6
Germany,2014,4.5
Germany,2015,4.4
Germany,2016,4.3
Germany,2017,4.2
Germany,2018,4.2
Germany,2001,8.2
Germany,2002,6.3
Germany,2003,5.6
Germany,2004,5.4
Germany,2005,5.1
Germany,2006,5.0
Germany,2007,4.9
Germany,2008,4.8
Germany,2009,4.6
Germany,2010,4.5
Germany,2011,4.4
Germany,2012,4.3
Germany,2013,4.2
Germany,2014,4.1
Germany,2015,4.1
Germany,2016,4.0
Germany,2017,3.9
Germany,2018,3.8
Germany,2003,3.6
Germany,2004,3.9
Germany,2005,4.0
Germany,2006,3.9
Germany,2007,3.9
Germany,2008,3.7
Germany,2009,3.7
Germany,2010,3.5
Germany,2011,3.3
Germany,2012,3.1
Germany,2013,3.0
Germany,2014,2.9
Germany,2015,2.8
Germany,2016,2.7
Germany,2017,2.6
Germany,2018,2.7
Germany,2001,6.7
Germany,2002,6.4
Germany,2003,6.2
Germany,2004,6.2
Germany,2005,6.2
Germany,2006,5.9
Germany,2007,5.7
Germany,2008,5.5
Germany,2009,5.3
Germany,2010,5.1
Germany,2011,4.9
Germany,2012,4.7
Germany,2013,4.5
Germany,2014,4.3
Germany,2015,4.2
Germany,2016,4.1
Germany,2017,4.0
Germany,2018,3.9
Germany,2001,5.6
Germany,2002,5.5
Germany,2003,5.3
Germany,2004,5.2
Germany,2005,5.0
Germany,2006,4.9
Germany,2007,4.8
Germany,2008,4.7
Germany,2009,4.6
Germany,2010,4.5
Germany,2011,4.4
Germany,2012,4.3
Germany,2013,4.2
Germany,2014,4.1
Germany,2015,4.0
Germany,2016,3.9
Germany,2017,3.8
Germany,2018,3.8
Germany,2001,2.2
Germany,2002,2.0
Germany,2003,2.0
Germany,2004,2.1
Germany,2005,2.2
Germany,2006,2.3
Germany,2007,2.3
Germany,2008,2.3
Germany,2009,2.3
Germany,2013,6.7
Germany,2014,6.5
Germany,2015,6.4
Germany,2016,6.2
Germany,2017,5.9
Germany,2018,5.7
Germany,2001,5.4
Germany,2002,5.3
Germany,2003,5.0
Germany,2004,4.9
Germany,2005,5.0
Germany,2006,4.9
Germany,2007,4.8
Germany,2008,4.7
Germany,2009,4.6
Germany,2010,4.5
Germany,2011,4.4
Germany,2012,4.4
Germany,2013,4.3
Germany,2014,4.3
Germany,2015,4.3
Germany,2016,4.2
Germany,2017,4.2
Germany,2018,4.2
Germany,2001,5.8
Germany,2002,5.6
Germany,2003,5.4
Germany,2004,5.0
Germany,2005,4.8
Germany,2006,4.7
Germany,2007,4.5
Germany,2008,4.3
Germany,2009,4.2
Germany,2010,4.1
Germany,2011,4.1
Germany,2012,3.8
Germany,2013,3.7
Germany,2014,3.6
Germany,2015,3.6
Germany,2016,3.5
Germany,2017,3.5
Germany,2018,3.5
Germany,2001,5.8
Germany,2002,5.6
Germany,2003,5.4
Germany,2004,5.5
Germany,2005,5.4
Germany,2006,5.3
Germany,2007,5.2
Germany,2008,5.1
Germany,2009,4.9
Germany,2010,4.8
Germany,2011,4.6
Germany,2012,4.5
Germany,2013,4.5
Germany,2014,4.4
Germany,2015,4.4
Germany,2016,4.3
Germany,2017,4.3
Germany,2018,4.2
Germany,2001,3.8
Germany,2002,3.7
Germany,2001,14.9
Germany,2002,15.0
Germany,2003,13.7
Germany,2004,13.5
Germany,2005,13.3
Germany,2006,13.2
Germany,2007,12.1
Germany,2008,11.7
Germany,2009,11.4
Germany,2010,11.2
Germany,2011,11.0
Germany,2012,10.8
Germany,2013,10.6
Germany,2014,10.3
Germany,2015,10.2
Germany,2016,10.0
Germany,2017,9.8
Germany,2018,9.7
Germany,2001,4.7
Germany,2002,4.5
Germany,2003,4.3
Germany,2004,4.2
Germany,2005,4.3
Germany,2006,4.2
Germany,2007,4.1
Germany,2008,4.0
Germany,2009,4.0
Germany,2010,4.0
Germany,2011,4.1
Germany,2012,4.1
Germany,2013,4.0
Germany,2014,3.9
Germany,2015,3.8
Germany,2016,3.8
Germany,2017,3.8
Germany,2018,3.7
Germany,2001,7.8
Germany,2002,7.3
Germany,2003,7.1
Germany,2004,6.8
Germany,2005,6.8
Germany,2006,6.8
Germany,2007,6.6
Germany,2008,6.5
Germany,2009,6.4
Germany,2010,6.3
Germany,2011,6.2
Germany,2012,6.2
Germany,2013,6.2
Germany,2014,6.1
Germany,2015,6.1
Germany,2016,6.1
Germany,2017,6.1
Germany,2018,6.1
Germany,2001,9.7
Germany,2002,9.3
Germany,2003,8.9
Germany,2004,8.6
Germany,2005,8.5
Germany,2006,8.1
Germany,2007,7.8
Germany,2008,7.5
Germany,2009,7.3
Germany,2010,7.1
Germany,2011,6.9
Germany,2012,6.8
Germany,2016,6.7
Germany,2017,6.8
Germany,2018,6.9
Germany,2001,12.6
Germany,2002,12.2
Germany,2003,15.4
Germany,2004,14.7
Germany,2005,14.6
Germany,2006,14.6
Germany,2007,14.8
Germany,2008,14.2
Germany,2009,13.9
Germany,2010,13.6
Germany,2011,13.0
Germany,2012,12.9
Germany,2013,12.5
Germany,2014,12.3
Germany,2015,12.1
Germany,2016,12.2
Germany,2017,12.0
Germany,2018,12.2
Germany,2001,6.8
Germany,2002,6.6
Germany,2003,6.4
Germany,2004,6.4
Germany,2005,6.5
Germany,2006,6.4
Germany,2007,6.2
Germany,2008,6.1
Germany,2009,6.0
Germany,2010,5.9
Germany,2011,5.8
Germany,2012,5.7
Germany,2013,5.7
Germany,2014,5.6
Germany,2015,5.5
Germany,2016,5.5
Germany,2017,5.4
Germany,2018,5.4
Germany,2001,7.4
Germany,2002,7.0
Germany,2003,6.7
Germany,2004,6.4
Germany,2005,6.5
Germany,2006,6.2
Germany,2007,6.0
Germany,2008,5.8
Germany,2009,5.7
Germany,2010,5.6
Germany,2011,5.5
Germany,2012,5.4
Germany,2013,5.4
Germany,2014,5.3
Germany,2015,5.2
Germany,2016,5.1
Germany,2017,5.0
Germany,2018,5.0
Germany,2009,12.8
Germany,2010,12.5
Germany,2011,12.4
Germany,2012,12.2
Germany,2013,12.2
Germany,2014,11.9
Germany,2015,11.8
Germany,2016,11.9
Germany,2017,12.0
Germany,2018,12.0
Germany,2001,11.5
Germany,2002,10.9
Germany,2003,14.9
Germany,2004,14.1
Germany,2005,13.9
Germany,2006,13.4
Germany,2007,13.3
Germany,2008,12.6
Germany,2009,12.3
Germany,2010,11.9
Germany,2011,11.5
Germany,2012,11.4
Germany,2013,11.2
Germany,2014,10.9
Germany,2015,10.7
Germany,2016,10.8
Germany,2017,10.7
Germany,2018,10.6
Germany,2001,10.5
Germany,2002,9.6
Germany,2003,16.0
Germany,2004,15.3
Germany,2005,14.9
Germany,2006,14.6
Germany,2007,15.2
Germany,2008,14.1
Germany,2009,13.7
Germany,2010,13.1
Germany,2011,12.3
Germany,2012,12.1
Germany,2013,11.8
Germany,2014,11.4
Germany,2015,11.4
Germany,2016,11.3
Germany,2017,11.3
Germany,2018,11.6
Germany,2001,7.6
Germany,2002,7.5
Germany,2003,8.9
Germany,2004,8.4
Germany,2005,8.2
Germany,2006,8.0
Germany,2007,8.0
Germany,2008,7.6
Germany,2009,7.4
Germany,2010,7.1
Germany,2011,6.8
Germany,2012,6.8
Germany,2013,6.7
Germany,2014,6.6
Germany,2015,6.7
Germany,2001,4.8
Germany,2002,4.7
Germany,2003,4.5
Germany,2004,4.1
Germany,2005,3.9
Germany,2006,3.7
Germany,2007,3.5
Germany,2008,3.2
Germany,2009,3.1
Germany,2010,2.9
Germany,2011,2.8
Germany,2012,2.7
Germany,2013,2.7
Germany,2014,2.6
Germany,2015,2.6
Germany,2016,2.6
Germany,2017,2.6
Germany,2018,2.7
Germany,2001,9.7
Germany,2002,9.3
Germany,2003,10.0
Germany,2004,9.6
Germany,2005,9.4
Germany,2006,9.2
Germany,2007,9.1
Germany,2008,8.7
Germany,2009,8.4
Germany,2010,8.2
Germany,2011,8.0
Germany,2012,7.9
Germany,2013,7.9
Germany,2014,7.8
Germany,2015,7.7
Germany,2016,7.8
Germany,2017,7.7
Germany,2018,7.8
Malta,2017,5.3
Malta,2017,10.6
Malta,2017,3.7
Malta,2017,3.7
Malta,2017,10.1
Malta,2017,8.9
Malta,2017,7.1
Malta,2017,4.9
Malta,2017,3.0
Malta,2017,6.0
Malta,2017,7.4
Malta,2017,10.1
Malta,2017,5.6
Malta,2017,3.1
Malta,2017,4.6
Malta,2017,3.9
Malta,2017,2.2
Malta,2017,4.9
Malta,2017,3.1
Malta,2017,5.0
Malta,2017,1.8
Malta,2017,7.1
Malta,2017,16.9
Malta,2017,4.9
Malta,2017,3.2
Malta,2017,7.8
Malta,2017,7.1
Malta,2017,7.5
Malta,2017,8.1
Malta,2017,8.5
Malta,2017,5.4
Malta,2017,5.3
Malta,2017,4.8
Malta,2017,7.6
Malta,2017,1.7
Malta,2017,1.8
Malta,2017,3.2
Malta,2017,10.6
Malta,2017,9.6
Malta,2017,6.2
Malta,2017,5.7
Malta,2017,26.4
Malta,2017,13.1
Malta,2017,3.1
Malta,2017,10.6
Malta,2017,70.4
Malta,2017,33.6
Malta,2017,4.5
Malta,2017,4.2
Malta,2017,3.7
Malta,2017,5.5
Malta,2017,14.8
Malta,2017,11.6
Malta,2017,3.7
Malta,2017,16.8
Malta,2017,2.1
Malta,2017,12.0
Malta,2017,3.1
Malta,2017,4.5
Malta,2017,7.4
Malta,2017,4.7
Malta,2017,7.4
Malta,2017,25.0
Malta,2017,4.2
Malta,2017,16.3
Malta,2017,3.7
Malta,2017,10.3
Malta,2017,8.1
Malta,2017,29.1
Malta,2017,67.1
Malta,2017,3.6
Malta,2017,5.1
Malta,2017,1.9
Malta,2017,2.8
Malta,2017,5.7
Malta,2017,6.9
Malta,2017,36.5
Malta,2017,14.8
Malta,2017,3.8
Malta,2017,1.8
Malta,2017,22.1
Malta,2017,4.2
Malta,2017,4.5
Malta,2017,10.3
Malta,2017,14.8
Malta,2017,3.9
Malta,2017,8.8
Malta,2017,6.1
Malta,2017,8.9
Malta,2017,5.0
Malta,2017,6.9
Malta,2017,7.3
Malta,2017,7.1
Malta,2017,26.8
Malta,2017,3.4
Malta,2017,49.2
Malta,2017,7.7
Malta,2017,5.6
Malta,2017,1.5
Malta,2017,5.5
Malta,2017,330.0
Malta,2017,9.0
Malta,2017,18.5
Malta,2017,4.5
Malta,2017,2.5
Malta,2017,2.6
Malta,2017,2.5
Malta,2017,9.2
Malta,2017,6.4
Malta,2017,5.7
Malta,2017,16.1
Malta,2017,11.0
Malta,2017,4.9
Malta,2017,2.0
Malta,2017,13.9
Malta,2017,5.7
Malta,2017,12.7
Malta,2017,7.6
Malta,2017,3.3
Malta,2017,6.9
Malta,2017,13.5
Malta,2017,2.3
Malta,2017,3.0
Malta,2017,2.0
Malta,2017,9.8
Malta,2017,4.0
Malta,2017,2.3
Malta,2017,1.8
Malta,2017,7.7
Malta,2017,3.7
Malta,2017,8.2
Malta,2017,13.6
Malta,2017,3.2
Malta,2017,3.0
Malta,2017,5.2
Malta,2017,6.1
Malta,2017,12.7
Malta,2017,5.9
Malta,2017,3.2
Malta,2017,4.7
Malta,2017,3.4
Malta,2017,16.2
Malta,2017,4.5
Malta,2017,4.0
Malta,2017,3.3
Malta,2017,8.3
Malta,2017,1.0
Malta,2017,4.8
Germany,2017,10.3
Germany,2018,10.9
Germany,2001,2.4
Germany,2002,2.1
Germany,2003,2.0
Germany,2004,2.1
Germany,2005,1.9
Germany,2006,1.9
Germany,2007,1.9
Germany,2008,1.6
Germany,2009,1.4
Germany,2010,1.6
Germany,2011,1.5
Germany,2012,1.5
Germany,2013,6.0
Germany,2014,5.8
Germany,2015,5.8
Germany,2016,5.6
Germany,2017,5.5
Germany,2018,5.3
Germany,2001,8.1
Germany,2002,7.6
Germany,2003,9.1
Germany,2004,8.5
Germany,2005,8.6
Germany,2006,8.9
Germany,2007,10.1
Germany,2008,9.0
Germany,2009,8.9
Germany,2010,8.9
Germany,2011,8.6
Germany,2012,8.8
Germany,2013,8.9
Germany,2014,8.8
Germany,2015,8.9
Germany,2016,9.0
Germany,2017,9.1
Germany,2018,9.4
Germany,2001,4.2
Germany,2002,4.3
Germany,2003,4.2
Germany,2004,4.1
Germany,2005,4.1
Germany,2006,3.9
Germany,2007,3.8
Germany,2008,3.8
Germany,2009,3.7
Germany,2010,3.6
Germany,2011,3.5
Germany,2012,3.4
Germany,2013,3.3
Germany,2014,3.3
Germany,2015,3.2
Germany,2016,3.2
Germany,2017,3.1
Germany,2018,3.2
Germany,2001,3.0
Germany,2002,3.0
Germany,2003,2.8
Germany,2004,2.7
Germany,2005,2.6
Germany,2006,2.4
Germany,2007,2.3
Germany,2008,2.2
Germany,2009,2.1
Germany,2010,2.1
Germany,2011,2.0
Germany,2012,2.0
Germany,2013,1.9
Germany,2014,1.9
Germany,2015,1.8
Germany,2016,1.8
Germany,2017,1.8
Germany,2018,1.8
Germany,2001,19.8
Germany,2002,20.6
Germany,2003,19.8
Germany,2004,18.7
Germany,2005,18.9
Germany,2006,18.4
Germany,2007,18.2
Germany,2008,17.5
Germany,2009,17.4
Germany,2010,17.1
Germany,2011,17.1
Germany,2012,16.5
Germany,2013,16.6
Germany,2014,16.7
Germany,2015,16.8
Germany,2016,17.3
Germany,2017,17.7
Germany,2018,18.4
Germany,2001,11.6
Germany,2002,10.8
Germany,2003,12.9
Germany,2004,11.5
Germany,2005,11.0
Germany,2006,11.1
Germany,2007,10.9
Germany,2008,10.8
Germany,2009,10.7
Germany,2010,10.9
Germany,2011,10.8
Germany,2012,10.9
Germany,2013,10.9
Germany,2014,11.1
Germany,2015,11.2
Germany,2016,11.3
Germany,2017,11.4
Germany,2018,11.6
Germany,2001,8.4
Germany,2002,8.2
Germany,2003,8.2
Germany,2004,7.8
Germany,2005,8.3
Germany,2006,7.8
Germany,2007,7.3
Germany,2008,7.2
Germany,2009,7.3
Germany,2010,6.9
Germany,2011,7.0
Germany,2012,7.1
Germany,2013,6.8
Germany,2014,6.7
Germany,2015,6.6
Germany,2016,6.5
Germany,2017,6.5
Germany,2018,6.5
Germany,2001,9.5
Germany,2002,9.1
Germany,2003,8.7
Germany,2004,8.2
Germany,2005,7.9
Germany,2006,7.5
Germany,2007,7.2
Germany,2008,6.9
Germany,2003,39.6
Germany,2004,37.0
Germany,2005,35.8
Germany,2006,35.3
Germany,2007,35.6
Germany,2008,34.6
Germany,2009,34.4
Germany,2010,33.9
Germany,2011,33.3
Germany,2012,32.2
Germany,2013,32.0
Germany,2014,32.8
Germany,2015,33.3
Germany,2016,34.3
Germany,2017,35.2
Germany,2018,35.9
Germany,2001,36.0
Germany,2002,35.9
Germany,2003,36.4
Germany,2004,34.9
Germany,2005,34.7
Germany,2006,34.9
Germany,2007,35.3
Germany,2008,34.7
Germany,2009,35.1
Germany,2010,34.8
Germany,2011,34.3
Germany,2012,34.3
Germany,2013,34.5
Germany,2014,34.9
Germany,2015,35.3
Germany,2016,35.5
Germany,2017,35.9
Germany,2018,36.3
Germany,2001,24.5
Germany,2002,24.2
Germany,2003,26.5
Germany,2004,24.8
Germany,2005,24.3
Germany,2006,24.2
Germany,2007,24.4
Germany,2008,23.8
Germany,2009,23.9
Germany,2010,23.6
Germany,2011,23.5
Germany,2012,23.5
Germany,2013,23.6
Germany,2014,23.5
Germany,2015,23.7
Germany,2016,23.9
Germany,2017,24.0
Germany,2018,24.4
Germany,2001,8.8
Germany,2002,8.4
Germany,2003,9.4
Germany,2004,8.8
Germany,2005,8.8
Germany,2006,8.9
